counter,start,storeDLT,storeKfrags,finish
13,9053,11606,196,261,221
3,10726,12794,130,73,102
8,5948,15715,115,59,103
2,9551,27707,112,68,110
0,11676,30568,111,68,110
16,10774,42658,121,64,105
1,7152,52090,112,65,106
19,-1,-1,-1,-1,-1
15,117453,66146,119,62,130
12,106131,66355,118,68,175
9,115246,80986,111,126,118
18,90763,92150,143,81,123
14,89422,109958,117,223,112
5,109984,134835,115,58,231
7,95681,153786,110,62,125
4,125158,170206,110,67,166
10,122478,188119,133,188,102
6,114619,192104,111,65,108
11,94846,198276,110,60,104
17,125210,209867,116,70,102
