counter,start,storeDLT,storeKfrags,finish
13,9053,11511,110,144,247
8,5948,19601,109,66,106
3,10726,23548,113,73,112
2,9551,38194,110,65,106
0,11676,42389,111,66,103
1,7152,55092,115,66,108
16,10774,56701,114,76,105
19,-1,-1,-1,-1,-1
15,117453,49399,121,70,246
12,106131,82765,174,83,189
9,115246,89896,129,69,122
18,90763,106746,664,556,106
5,109984,117048,114,67,121
4,125158,125640,109,64,200
7,95681,165315,111,63,107
14,89422,190104,111,67,128
6,114619,190153,119,75,112
10,122478,197330,117,65,116
11,94846,199988,112,69,107
17,125210,213412,109,58,103
