counter,start,storeDLT,storeKfrags,finish
13,9053,11443,112,168,120
3,10726,15966,111,62,102
8,5948,22210,112,68,101
0,11676,35764,111,66,101
2,9551,41196,109,64,108
16,10774,45781,113,67,108
1,7152,56215,110,74,104
19,-1,-1,-1,-1,-1
15,117453,46352,132,91,135
12,106131,83595,120,74,110
9,115246,90296,199,208,115
18,90763,104652,282,378,103
7,95681,106307,563,540,114
5,109984,105746,534,562,169
4,125158,118301,109,58,113
14,89422,119171,128,81,173
10,122478,175082,113,627,223
6,114619,199858,131,69,102
11,94846,201292,116,61,107
17,125210,208082,111,64,105
