counter,start,storeDLT,storeKfrags,finish
13,9053,11608,140,209,733
3,10726,18966,111,61,117
8,5948,24282,109,64,105
2,9551,34596,111,62,102
0,11676,40497,110,66,106
1,7152,47842,174,60,116
16,10774,54247,117,69,109
19,-1,-1,-1,-1,-1
15,117453,31808,1666,1900,130
12,106131,79388,223,77,109
9,115246,105152,312,269,180
18,90763,106756,656,468,106
7,95681,106560,334,573,121
5,109984,144428,130,60,111
14,89422,166870,112,65,183
4,125158,168284,111,63,101
6,114619,186632,366,553,106
11,94846,204890,113,69,131
17,125210,207529,124,60,104
10,122478,214466,111,66,112
