counter,start,storeDLT,storeKfrags,finish
0,3043,8202,118,94,118
8,3605,23306,129,81,128
16,3325,30578,120,85,143
1,4164,42443,122,93,121
3,5041,57207,120,93,117
6,27115,46942,116,78,114
15,39418,46578,147,99,122
2,57336,32624,148,110,118
4,58719,45778,170,96,129
13,57095,55937,123,147,136
5,53633,66353,122,80,108
7,51906,77404,137,101,114
9,50602,88232,115,87,127
18,47334,101788,125,106,118
12,49877,93161,125,84,177
10,35697,97212,165,87,112
11,94193,21527,144,84,162
19,92904,17462,123,86,120
14,71059,27247,127,88,137
17,44028,35542,135,143,131
