counter,start,storeDLT,storeKfrags,finish
0,3043,5258,114,73,143
8,3605,16747,129,76,117
16,3325,27885,119,72,124
1,4164,39900,141,80,151
3,5041,49732,132,73,127
6,27115,44687,114,97,143
15,39418,44265,122,80,139
2,57336,34287,150,80,133
4,58719,43351,114,81,144
13,57095,53557,113,72,113
5,53633,64023,111,98,114
7,51906,74302,206,74,107
9,50602,85353,113,121,132
18,47334,95779,123,71,114
12,49877,95746,130,95,127
10,35697,94827,126,87,122
11,94193,14947,111,72,115
19,92904,15008,131,92,107
14,71059,24914,141,77,109
17,44028,37678,136,75,108
