counter,start,storeDLT,storeKfrags,finish
0,2917,3240,114,72,108
2,3119,16134,113,64,110
15,2780,25283,111,65,117
18,12440,25240,110,67,112
14,32021,19008,112,64,114
1,31223,29020,110,68,103
11,30179,39270,110,73,115
4,32563,38627,109,67,112
6,32692,48375,116,64,107
12,30107,57378,109,67,113
13,26053,66758,115,74,106
7,25031,77663,112,66,112
3,25364,87835,110,59,106
5,18556,97528,111,71,114
16,18124,105715,120,65,103
19,27120,104629,117,69,108
8,37746,92291,112,68,112
17,46992,93043,112,65,134
10,91372,8477,116,66,117
9,87109,15759,121,61,104
