counter,start,storeDLT,storeKfrags,finish
0,2917,9181,170,86,105
2,3119,17793,108,64,134
15,2780,27164,116,64,106
18,12440,24156,110,70,111
14,32021,18329,110,60,117
1,31223,34345,117,66,115
11,30179,37720,112,66,112
4,32563,36357,115,64,110
6,32692,49122,111,66,110
12,30107,57572,110,65,122
13,26053,67427,112,65,111
7,25031,75752,111,65,109
3,25364,87165,113,87,104
5,18556,95850,110,75,114
16,18124,104589,112,65,117
19,27120,103962,111,65,109
8,37746,92630,112,66,112
17,46992,91022,120,63,136
10,91372,3154,111,58,104
9,87109,12030,113,65,106
