counter,start,storeDLT,storeKfrags,finish
0,2828,4607,112,67,104
7,3193,14341,115,62,114
1,3372,23210,112,67,111
3,2941,33259,111,76,104
8,20423,27581,111,77,104
4,29409,26149,109,64,103
5,29716,36369,112,66,114
2,37805,38687,113,76,110
6,37728,44635,111,64,103
19,36951,54099,110,65,102
9,34998,61529,112,83,111
10,35280,70142,114,65,105
12,24325,78874,112,65,108
17,27188,87650,110,68,107
13,24479,94160,120,62,107
14,24124,94365,110,69,103
18,30829,96216,113,74,108
11,34816,93177,113,74,113
16,62647,4468,112,79,111
15,42836,12219,120,67,103
