counter,start,storeDLT,storeKfrags,finish
0,2828,4373,112,64,118
7,3193,15556,139,66,101
1,3372,22989,111,67,102
3,2941,31272,114,77,101
8,20423,26576,111,66,114
4,29409,28280,174,76,104
5,29716,35238,127,75,104
2,37805,40399,117,66,116
6,37728,43528,110,65,107
19,36951,50789,111,77,102
9,34998,60423,170,63,104
10,35280,68009,110,65,102
12,24325,76758,110,59,103
17,27188,85313,112,69,103
13,24479,94035,112,68,102
14,24124,93112,118,62,106
18,30829,95447,112,65,105
11,34816,91413,111,69,101
16,62647,5258,118,67,105
15,42836,11881,110,66,121
