counter,start,storeDLT,storeKfrags,finish
0,4819,7836,113,73,117
9,4472,11670,110,86,126
1,5213,19606,120,73,111
4,5594,24227,111,99,103
2,5407,27359,109,145,115
13,10014,26781,109,92,104
11,16282,28922,177,58,102
19,31700,18987,110,87,111
16,29595,24179,127,70,104
7,29889,22119,110,66,103
12,31793,24382,110,58,101
8,26875,30149,159,175,120
5,23920,39276,110,77,125
10,23924,41353,110,79,107
3,25165,34913,110,77,111
6,26249,33127,113,65,233
14,23703,38927,116,68,103
15,44746,21874,108,61,105
18,41064,27750,117,62,103
17,35173,14439,115,69,113
