counter,start,storeDLT,storeKfrags,finish
0,4819,3207,185,65,118
9,4472,10044,112,59,103
1,5213,17049,127,92,105
4,5594,21865,110,60,103
2,5407,26189,112,75,117
13,10014,26612,149,65,112
11,16282,26830,112,69,107
19,31700,17719,115,64,105
16,29595,22316,115,203,108
7,29889,22807,112,63,107
12,31793,22309,115,65,105
8,26875,28102,431,747,105
5,23920,33273,111,72,105
10,23924,38555,113,69,103
3,25165,34219,113,68,108
6,26249,31324,121,76,176
14,23703,36825,116,67,108
15,44746,19864,182,75,106
18,41064,24187,144,67,103
17,35173,12612,133,64,123
