counter,start,storeDLT,storeKfrags,finish
0,2856,5649,119,68,106
8,2993,16338,121,65,105
1,2671,25037,110,87,103
2,2964,32742,111,64,117
3,22593,31616,114,69,104
4,40401,21226,119,65,104
13,40429,29058,110,69,103
14,35881,39565,118,71,103
11,35481,48848,113,65,107
7,29979,63287,111,67,107
12,29622,68462,115,63,105
10,29776,76679,109,60,104
19,29689,88859,111,70,106
9,25610,95158,112,59,108
5,35589,95571,113,64,110
18,31006,109429,110,63,103
16,22207,115134,115,66,114
6,31189,127639,112,64,113
17,19574,133221,111,68,113
15,117964,5168,110,65,104
