counter,start,storeDLT,storeKfrags,finish
0,2856,4315,110,61,104
8,2993,13320,115,65,102
1,2671,23996,116,66,110
2,2964,34315,113,65,105
3,22593,28276,117,68,112
4,40401,20451,110,60,103
13,40429,29622,112,67,108
14,35881,39676,112,64,114
11,35481,47729,110,71,117
7,29979,65400,111,66,107
12,29622,67703,113,67,104
10,29776,76355,116,64,105
19,29689,86298,119,63,111
9,25610,95928,122,84,103
5,35589,94698,111,67,110
18,31006,104199,113,73,106
16,22207,112785,125,73,102
6,31189,123819,112,67,103
17,19574,132309,110,63,114
15,117964,3837,113,62,104
