counter,start,storeDLT,storeKfrags,finish
0,2828,7183,112,75,110
7,3193,20793,114,73,102
1,3372,25659,122,61,104
3,2941,37215,116,70,112
8,20423,32694,114,71,109
4,29409,32162,110,62,106
5,29716,41785,111,66,108
2,37805,36786,138,63,103
6,37728,49681,112,63,108
19,36951,53723,112,65,105
9,34998,66238,115,70,102
10,35280,75657,111,66,132
12,24325,84329,117,67,104
17,27188,92352,122,63,106
13,24479,100320,109,59,102
14,24124,98376,113,71,102
18,30829,101417,110,69,110
11,34816,98913,110,63,102
16,62647,10054,111,67,110
15,42836,18454,111,65,107
