counter,start,storeDLT,storeKfrags,finish
0,2828,4493,113,70,107
7,3193,13910,117,67,101
1,3372,23984,111,77,102
3,2941,33483,111,62,106
8,20423,27804,119,62,106
4,29409,26041,122,59,101
5,29716,36264,111,62,106
2,37805,38569,116,70,115
6,37728,44760,111,63,115
19,36951,53844,113,65,103
9,34998,61753,110,70,108
10,35280,70250,112,68,109
12,24325,79097,116,66,108
17,27188,86877,111,65,110
13,24479,95305,116,76,102
14,24124,95568,111,63,109
18,30829,96335,110,69,102
11,34816,93509,113,66,107
16,62647,5371,113,68,108
15,42836,12323,109,60,102
