counter,start,storeDLT,storeKfrags,finish
0,2828,9747,171,60,106
7,3193,15893,117,68,101
1,3372,25318,122,71,103
3,2941,34489,170,66,102
8,20423,28821,110,66,103
4,29409,24167,113,63,102
5,29716,38347,111,72,116
2,37805,36232,112,69,106
6,37728,45642,111,78,103
19,36951,51456,131,79,108
9,34998,62759,113,70,101
10,35280,71297,120,63,106
12,24325,79993,115,65,106
17,27188,87873,118,65,105
13,24479,95201,109,66,121
14,24124,95462,121,71,102
18,30829,97577,114,69,104
11,34816,94525,112,69,107
16,62647,6261,110,67,109
15,42836,14442,111,65,110
