counter,start,storeDLT,storeKfrags,finish
0,1785,8478,114,73,108
1,11827,11665,120,69,120
4,10634,20885,142,69,109
3,10289,30176,117,71,111
8,10999,39256,122,72,108
17,9122,47943,118,71,116
2,10124,56968,131,78,108
7,9206,63802,117,78,119
15,9054,74882,117,68,117
10,4933,84698,119,68,135
11,59867,39233,131,69,113
5,86659,18779,122,64,110
19,85836,28882,115,75,113
6,78063,37842,117,74,116
18,48800,46832,125,74,115
14,42935,55569,131,76,109
9,38897,64659,114,72,140
13,21071,63694,136,73,108
16,30490,8926,116,82,109
12,29383,17884,114,68,121
