counter,start,storeDLT,storeKfrags,finish
0,1785,10669,120,76,110
1,11827,12138,135,66,112
4,10634,20530,125,71,117
3,10289,30662,123,76,115
8,10999,39727,120,64,117
17,9122,48415,117,68,121
2,10124,57577,117,76,127
7,9206,64404,125,69,110
15,9054,75350,118,73,109
10,4933,84221,114,64,107
11,59867,39932,192,63,107
5,86659,19719,116,79,112
19,85836,28360,125,72,110
6,78063,38541,131,77,116
18,48800,47308,118,75,117
14,42935,56034,115,74,119
9,38897,65603,117,69,121
13,21071,63898,114,66,111
16,30490,9395,124,74,118
12,29383,18359,123,62,112
