counter,start,storeDLT,storeKfrags,finish
14,7137,7748,110,101,156
0,7770,-1,-1,-1,-1
2,7578,771215,27071,-1,-1
4,3574,773781,24139,-1,-1
6,4703,772198,24627,-1,-1
1,7948,771462,28127,13208,8234
13,770289,158145,1994,2395,5364
12,774544,153388,2163,1749,6275
9,731871,160427,4525,2705,3257
15,697250,160540,3441,2570,4574
17,537404,161149,4689,2390,3499
19,703991,165729,5724,2235,2745
5,749323,162265,5546,2422,1621
8,745062,164156,4491,2711,6253
3,757357,162159,5867,2888,2219
11,739618,165406,3337,3173,6172
18,670143,156322,2713,4436,5759
16,757433,164071,3333,1780,10434
10,746661,156140,15980,290,824
7,771958,155793,16106,527,1103
