counter,start,storeDLT,storeKfrags,finish
14,7137,7228,118,97,112
0,7770,-1,-1,-1,-1
4,3574,769610,27810,13550,8232
1,7948,776099,23892,15951,5096
2,7578,776077,24040,16116,4869
6,4703,772044,24058,16260,4747
11,739618,157822,484,2351,7259
17,537404,153576,2188,2219,5297
3,757357,155753,2148,4110,8424
10,746661,155249,3389,4394,3241
5,749323,161181,5606,1783,3121
18,670143,157230,5423,1739,3218
12,774544,160699,6313,1946,3058
8,745062,166316,2215,2237,5723
9,731871,162156,4608,2287,2720
16,757433,164260,3434,3577,5443
13,770289,165318,4418,2548,5515
15,697250,159513,4494,2237,7183
7,771958,158387,8011,1527,1049
19,703991,165320,16150,735,1125
