counter,start,storeDLT,storeKfrags,finish
14,7137,9550,123,70,109
0,7770,16287,121,58,120
1,7948,776142,24627,-1,-1
4,3574,778391,20569,16409,3821
6,4703,767550,28182,13127,8252
2,7578,776127,23926,16266,4799
16,757433,157702,494,2351,7262
18,670143,148982,540,2282,7265
11,739618,158081,2470,2319,5169
3,757357,153394,1454,2425,6233
19,703991,157793,2286,1869,6063
8,745062,157888,2714,2423,5031
5,749323,161321,5505,1889,2416
17,537404,160987,5744,1653,3298
9,731871,159635,3379,3226,6158
10,746661,155987,8438,1910,2584
13,770289,167786,8101,1908,741
15,697250,161047,5781,1819,5254
7,771958,155839,16058,543,495
12,774544,161386,15632,736,468
