counter,start,storeDLT,storeKfrags,finish
0,7118,7250,111,64,111
1,6558,16409,109,108,118
2,5969,20021,112,64,107
10,32403,16860,333,275,360
3,48087,28271,164,294,193
17,35342,34399,111,68,115
16,43422,46220,111,62,216
15,30475,46550,112,74,102
13,31875,52364,110,66,107
7,45224,53800,110,64,103
9,6985,58482,117,62,103
4,48187,82562,112,63,104
6,35754,83727,111,75,106
12,25165,95622,109,74,106
14,38614,97383,111,62,103
5,45357,107724,120,86,105
18,18556,133253,383,558,120
11,138796,16078,115,83,109
19,123532,17704,171,61,105
8,144783,23397,113,61,109
