counter,start,storeDLT,storeKfrags,finish
0,7118,9310,113,113,103
1,6558,14249,112,62,108
2,5969,18564,110,65,104
10,32403,16923,284,304,200
17,35342,23255,112,67,103
3,48087,26264,118,67,104
16,43422,35447,110,62,102
15,30475,47602,116,66,109
7,45224,57940,117,63,105
9,6985,60065,110,64,110
13,31875,69948,121,63,105
6,35754,77363,112,73,117
4,48187,81710,117,62,102
12,25165,90463,135,72,130
14,38614,98391,110,92,112
5,45357,104876,166,66,103
18,18556,133205,235,523,324
11,138796,12184,110,151,152
19,123532,15871,120,82,104
8,144783,23730,114,63,103
