counter,start,storeDLT,storeKfrags,finish
0,7118,8242,120,63,113
1,6558,17063,111,61,104
2,5969,20288,111,97,102
10,32403,16511,117,160,357
3,48087,27840,110,87,113
17,35342,35008,109,59,104
15,30475,41453,110,71,113
16,43422,47848,115,58,102
13,31875,52002,110,71,102
7,45224,53404,114,70,112
9,6985,59314,170,65,103
4,48187,83374,113,70,109
6,35754,84405,113,64,111
12,25165,96556,117,66,107
14,38614,98511,127,66,103
5,45357,107392,112,70,102
18,18556,133289,228,552,142
19,123532,12880,203,448,141
11,138796,15636,109,73,103
8,144783,23177,112,72,108
