counter,start,storeDLT,storeKfrags,finish
0,7118,5064,111,117,173
1,6558,11883,169,94,104
2,5969,17546,118,71,110
10,32403,17305,249,304,108
3,48087,18388,112,72,116
17,35342,29761,121,66,155
16,43422,38161,113,64,104
15,30475,43581,122,67,103
7,45224,50834,116,79,102
9,6985,66813,113,70,102
13,31875,70894,179,69,103
6,35754,73667,114,70,111
4,48187,80607,125,74,101
12,25165,94194,112,68,102
14,38614,98042,110,67,118
5,45357,110741,110,63,281
18,18556,133286,499,430,125
19,123532,3372,111,61,106
11,138796,13427,131,204,145
8,144783,22402,112,77,109
