counter,start,storeDLT,storeKfrags,finish
0,2861,7315,112,65,110
14,2718,14950,129,62,104
1,2944,22663,182,68,103
4,27958,13581,123,64,104
10,28104,17883,114,69,113
2,28412,26146,110,87,102
6,26088,33856,116,76,112
15,27303,41621,111,67,107
3,25100,51558,119,69,106
7,15945,59479,121,71,107
8,6814,69122,110,74,110
5,10787,77487,112,72,119
11,13961,76037,111,70,107
19,81163,6502,116,62,109
16,77598,15519,119,68,117
13,72342,23542,118,68,110
17,68995,32404,115,69,104
9,63972,40336,125,67,105
18,32181,48374,121,65,104
12,51338,6769,114,65,104
