counter,start,storeDLT,storeKfrags,finish
0,2861,10716,112,71,113
14,2718,19405,110,63,123
1,2944,27672,114,69,113
4,27958,13123,120,72,104
10,28104,22230,113,64,106
2,28412,30604,111,64,111
6,26088,38825,111,68,110
15,27303,46981,119,90,107
3,25100,55825,112,68,109
7,15945,64300,113,61,111
8,6814,73355,119,68,108
5,10787,81746,119,64,106
11,13961,80501,117,65,110
19,81163,11210,113,91,106
16,77598,20000,120,74,103
13,72342,28382,111,64,114
17,68995,37186,112,67,117
9,63972,45253,110,66,105
18,32181,53464,111,66,111
12,51338,9474,110,72,113
