counter,start,storeDLT,storeKfrags,finish
0,2861,2437,115,63,122
14,2718,12112,120,62,102
1,2944,21981,114,71,115
4,27958,5862,116,67,114
10,28104,14622,110,59,105
2,28412,23011,126,63,109
6,26088,30966,113,68,110
15,27303,40070,119,63,104
3,25100,48747,113,74,109
7,15945,56718,111,98,129
8,6814,66318,109,67,112
5,10787,74907,119,68,109
11,13961,73218,114,70,111
19,81163,4637,109,65,104
16,77598,13068,122,69,102
13,72342,21408,111,73,114
17,68995,30724,114,64,105
9,63972,41243,113,66,109
18,32181,46133,204,82,113
12,51338,3386,147,77,104
