counter,start,storeDLT,storeKfrags,finish
0,2822,6505,118,63,115
1,2792,13399,118,75,104
5,20598,9052,115,70,108
18,17774,13656,110,63,130
2,16791,25888,112,64,113
7,16985,35478,111,65,112
3,9961,44300,114,63,104
6,10563,52296,114,65,112
4,8337,64931,112,102,103
9,61126,19021,111,66,104
11,69619,18698,112,64,104
8,71415,28124,110,66,115
14,66732,36986,116,69,118
10,58112,49293,110,62,111
12,64486,60048,111,68,108
15,48461,64730,109,66,109
13,42750,76587,110,64,109
19,42879,86133,110,71,105
16,33592,95495,111,70,103
17,94265,6202,112,72,103
