counter,start,storeDLT,storeKfrags,finish
0,2822,8970,110,65,105
1,2792,16271,112,67,103
5,20598,8619,111,63,108
18,17774,22866,114,61,102
2,16791,29629,111,69,102
7,16985,41835,132,70,105
3,9961,47308,118,66,101
6,10563,56639,111,64,111
4,8337,68079,118,64,103
9,61126,21449,111,60,104
11,69619,21574,111,76,103
8,71415,38240,110,67,108
14,66732,39878,116,60,103
10,58112,49993,118,65,105
12,64486,61605,112,71,108
15,48461,71284,124,59,107
13,42750,79488,109,62,103
19,42879,87863,116,64,103
16,33592,97376,112,68,106
17,94265,9885,112,63,105
