counter,start,storeDLT,storeKfrags,finish
0,2534,2519,120,62,104
2,2449,3418,119,64,108
1,4425,3776,109,66,104
5,6561,3642,110,61,104
9,6324,5656,111,63,117
3,5592,7815,114,69,110
16,5445,9637,117,62,105
15,5394,11701,110,75,111
8,14028,3135,114,67,110
18,12510,3564,112,71,113
6,11511,6608,111,72,107
11,11162,9724,119,66,105
19,10894,10632,118,63,122
12,8842,12645,113,60,105
10,14213,2402,116,65,108
4,7055,3583,110,60,107
7,3374,6974,127,70,105
17,4677,2491,110,65,109
14,3863,4411,109,71,111
13,2490,2519,137,66,113
