counter,start,storeDLT,storeKfrags,finish
2,1443,3830,139,64,104
0,2450,5889,117,66,109
1,2396,6820,113,91,104
3,4393,6964,111,62,105
9,6352,4929,111,71,112
6,6079,7011,113,85,105
17,6146,8931,125,62,110
12,5564,8913,111,66,105
4,5083,10980,110,83,106
7,8726,7507,111,84,116
16,10828,4850,122,68,107
5,10019,6895,123,62,110
19,7784,8674,111,59,129
11,7239,8999,115,70,103
10,5370,11130,129,65,105
8,9493,6840,108,62,106
15,8998,8971,115,69,122
18,2463,3969,114,66,114
13,1448,3840,112,63,109
14,2407,3876,116,65,106
