counter,start,storeDLT,storeKfrags,finish
0,4135,7150,110,82,104
1,4467,13655,109,65,105
8,4929,19781,121,69,112
12,19886,9975,110,61,107
7,20442,15523,110,58,119
2,18439,23371,113,66,109
15,15302,25729,110,61,103
3,10184,34068,115,64,108
11,8198,40547,120,59,104
14,14643,46444,122,66,106
6,6434,53149,113,72,106
10,6656,59621,110,61,120
18,61363,8413,148,81,106
5,59991,14800,109,69,113
4,43440,18962,112,61,104
13,57511,22877,113,63,115
9,44892,32148,138,69,107
19,2694,7022,110,81,108
16,2698,9549,128,62,104
17,2666,14054,120,64,106
