counter,start,storeDLT,storeKfrags,finish
0,2644,6537,120,65,102
1,2672,9374,112,62,105
15,2453,13574,124,63,103
19,2561,16440,109,61,102
5,2595,21592,120,73,105
4,16700,12340,115,63,124
13,19020,12988,109,65,111
2,21553,13099,111,65,116
3,16676,17056,115,69,108
9,13029,22631,115,74,109
6,12600,17900,114,68,118
11,19283,13261,110,68,112
8,21691,13884,111,63,115
14,20061,17487,110,67,110
16,16361,21635,109,71,106
7,11630,21209,109,66,102
12,11610,25437,112,65,109
17,15469,24993,122,62,107
18,21222,4385,123,70,108
10,2585,5362,114,66,104
