counter,start,storeDLT,storeKfrags,finish
0,2644,2377,110,63,108
1,2672,7263,117,63,111
15,2453,11341,112,62,103
19,2561,15126,111,68,105
5,2595,19149,109,69,110
4,16700,9910,112,67,103
13,19020,9830,110,63,111
2,21553,10740,113,83,109
3,16676,14944,110,64,105
9,13029,19413,111,66,112
6,12600,15446,112,67,105
11,19283,11334,170,58,111
8,21691,11379,113,72,120
14,20061,15353,115,68,105
16,16361,19754,114,68,111
7,11630,18967,109,61,107
12,11610,22178,111,61,103
17,15469,22621,113,71,107
18,21222,2496,118,65,106
10,2585,2562,109,66,114
