counter,start,storeDLT,storeKfrags,finish
0,9027,33457,1799,2248,3579
3,13667,54622,113,126,146
17,16718,69296,807,86,134
2,38046,73321,115,70,132
13,35807,83581,286,1269,138
9,43658,97747,115,70,117
6,41629,99692,190,79,142
1,36550,108213,118,100,129
19,44213,114750,132,120,628
4,47908,130084,127,94,116
16,43482,131912,120,78,123
5,40974,154696,131,66,112
15,55449,143468,121,69,117
7,56441,153263,118,77,113
11,59589,160639,117,71,119
12,67957,138159,123,123,120
18,73639,145677,121,68,120
10,70824,148182,119,73,121
14,145735,58984,131,69,110
8,147460,65092,116,68,111
