counter,start,storeDLT,storeKfrags,finish
0,9027,33306,1349,2689,3741
3,13667,70054,392,545,2766
17,16718,72242,117,68,126
2,38046,69824,119,78,512
13,35807,83104,512,1253,358
1,36550,95900,117,72,160
9,43658,104646,145,222,143
6,41629,106221,116,74,111
19,44213,120530,129,73,118
4,47908,130619,193,222,398
16,43482,141283,119,72,129
5,40974,157747,116,66,130
15,55449,148839,118,70,111
7,56441,154464,117,66,125
11,59589,173402,114,69,120
12,67957,144671,116,63,111
18,73639,140628,117,84,121
10,70824,150123,120,81,119
14,145735,59738,116,76,114
8,147460,67496,126,69,127
