counter,start,storeDLT,storeKfrags,finish
0,9027,49868,121,66,129
3,13667,62375,116,66,113
17,16718,80591,207,77,1787
2,38046,80324,123,71,124
13,35807,90814,123,70,125
1,36550,98576,116,62,111
6,41629,118790,125,114,636
9,43658,130912,210,142,425
16,43482,130380,119,94,135
19,44213,137650,189,98,114
4,47908,143958,128,65,115
5,40974,155291,126,83,324
15,55449,149145,123,70,111
7,56441,163962,116,62,110
11,59589,173844,151,72,149
12,67957,145682,122,65,111
18,73639,145028,179,68,145
10,70824,155248,227,82,117
14,145735,64238,114,69,116
8,147460,71745,126,76,113
