counter,start,storeDLT,storeKfrags,finish
0,2871,8993,116,64,105
5,2780,20364,112,65,106
4,2687,30033,112,60,107
11,3090,39536,110,65,103
1,22732,33340,128,69,125
2,41671,22164,111,67,107
7,42063,32348,110,71,112
3,39435,42584,117,67,110
10,34610,52717,124,65,106
19,34925,61898,110,67,111
8,35048,67084,109,63,104
6,30058,80956,122,65,104
15,30191,90221,113,69,103
13,20403,89345,112,63,106
9,17963,99395,117,63,103
16,95260,10911,113,64,111
12,88700,20312,113,67,110
14,56484,30037,175,70,105
18,49192,39637,112,66,108
17,31972,48927,111,58,104
