counter,start,storeDLT,storeKfrags,finish
0,2871,10997,109,68,107
5,2780,19148,118,66,113
4,2687,29256,110,66,106
11,3090,37752,113,61,107
1,22732,28443,109,90,107
2,41671,21062,112,69,110
7,42063,31806,110,71,105
3,39435,38895,110,65,111
10,34610,50623,109,63,106
19,34925,61018,133,66,104
8,35048,66424,112,64,106
6,30058,78384,114,64,118
15,30191,88404,110,65,104
13,20403,87695,116,63,123
9,17963,95480,111,64,114
16,95260,8281,110,61,104
12,88700,18525,120,66,113
14,56484,28266,113,70,108
18,49192,36492,110,61,103
17,31972,47150,110,67,108
