counter,start,storeDLT,storeKfrags,finish
1,1795,4020,1922,1745,1512
0,2871,15369,196,211,110
2,2870,21114,118,75,108
5,20509,17380,124,76,111
6,30417,17135,567,135,211
3,29942,26400,121,102,109
8,29162,35264,151,72,111
15,25925,44014,116,69,111
16,25147,59053,115,68,118
10,24470,62541,115,71,115
19,22608,72651,119,69,122
9,18061,80565,178,69,107
4,24916,83729,123,70,108
11,51768,54055,119,78,105
13,84100,26461,119,70,117
7,83277,33127,184,73,111
14,82833,41925,116,68,109
12,82078,41125,114,104,110
18,63942,50319,116,66,106
17,33414,3966,116,70,118
