counter,start,storeDLT,storeKfrags,finish
1,1795,10855,121,66,121
0,2871,19522,149,81,294
2,2870,28171,125,76,221
5,20509,24410,127,64,119
6,30417,24198,133,71,124
3,29942,33637,126,66,109
8,29162,40167,124,104,110
15,25925,51436,122,68,115
16,25147,57584,127,68,107
10,24470,70651,119,70,109
19,22608,79788,116,71,109
9,18061,89827,117,76,108
4,24916,90687,129,68,106
11,51768,62763,136,69,109
13,84100,31246,121,67,108
7,83277,40179,133,64,110
14,82833,49343,117,75,110
12,82078,48163,120,69,118
18,63942,57333,119,63,110
17,33414,10900,117,82,119
