counter,start,storeDLT,storeKfrags,finish
0,2469,2778,115,71,104
2,2448,4809,121,62,108
8,2373,6549,110,69,103
10,5171,4246,121,66,103
4,6758,3897,108,62,102
1,4414,5927,114,65,105
13,5779,7348,111,66,113
3,5656,8133,116,63,108
7,5148,9917,111,65,125
11,7485,10149,116,62,108
16,11069,4915,110,69,118
6,11800,5444,110,64,104
14,11967,8457,115,62,104
18,11913,10655,113,65,103
5,11381,12841,110,70,112
9,11309,14833,111,74,115
15,9542,16862,112,76,113
12,10145,8611,111,71,106
19,3454,2762,112,68,112
17,2509,2764,110,65,106
