counter,start,storeDLT,storeKfrags,finish
0,2469,3834,118,65,103
2,2448,5699,109,59,103
8,2373,7650,170,78,105
10,5171,5315,110,66,111
4,6758,4767,110,67,118
1,4414,6926,111,64,117
13,5779,6502,131,70,117
3,5656,9119,112,76,108
7,5148,10906,117,67,103
11,7485,8599,112,65,116
16,11069,5347,116,63,104
6,11800,7485,119,59,102
14,11967,8906,113,73,105
18,11913,10728,121,63,103
5,11381,13829,117,59,108
9,11309,15840,108,65,113
15,9542,17886,111,82,106
12,10145,9629,112,62,106
19,3454,3344,109,60,102
17,2509,3552,118,67,108
