counter,start,storeDLT,storeKfrags,finish
0,3352,34018,121,368,210
13,6625,54543,126,69,112
6,14092,63632,168,233,215
10,26596,65662,212,82,124
19,45194,62707,777,2274,609
1,46721,84020,165,460,329
5,59465,82718,157,466,981
12,61406,93855,517,384,160
18,62384,99181,119,72,108
2,61958,124072,399,256,165
7,59856,136485,419,632,2349
4,62944,154630,3041,3076,3203
17,67067,149504,4003,3316,3953
8,64033,175401,3064,2086,2143
14,64561,228102,2441,1773,382
3,59651,253962,164,141,147
16,60274,252132,116,61,179
9,70425,254127,119,79,134
11,65653,269304,115,63,173
15,229279,108085,115,62,110
