counter,start,storeDLT,storeKfrags,finish
0,3352,31575,205,71,127
13,6625,49751,120,144,125
6,14092,62680,213,116,268
10,26596,64476,130,69,769
19,45194,62520,893,452,2262
1,46721,84425,1231,793,649
5,59465,82950,830,580,125
12,61406,93423,458,363,593
18,62384,97429,143,215,404
2,61958,123671,336,708,169
7,59856,136657,1282,2899,1236
17,67067,146615,962,2303,3849
4,62944,153809,1889,3039,3976
8,64033,175431,3062,2687,2452
14,64561,248855,282,891,1696
3,59651,253938,187,208,155
16,60274,253921,115,63,110
9,70425,248971,127,73,109
11,65653,272559,115,65,298
15,229279,106967,118,72,109
