counter,start,storeDLT,storeKfrags,finish
0,3352,35537,115,85,115
13,6625,56882,115,62,117
6,14092,63629,286,143,121
10,26596,66720,124,66,121
19,45194,62707,720,439,2253
1,46721,84786,1090,834,184
5,59465,82869,429,241,645
12,61406,93447,429,295,458
18,62384,98659,117,66,121
2,61958,123441,558,727,133
7,59856,136801,155,434,1426
17,67067,146329,128,308,1180
4,62944,157650,4996,4991,978
8,64033,175791,4197,2626,741
14,64561,248675,468,887,1812
3,59651,254359,159,116,121
16,60274,252721,122,67,116
9,70425,251143,115,61,108
11,65653,277251,236,135,293
15,229279,107577,119,75,136
