counter,start,storeDLT,storeKfrags,finish
0,3352,32085,115,64,150
13,6625,53244,118,86,107
6,14092,62566,118,69,114
10,26596,63516,119,92,108
19,45194,74617,357,282,254
1,46721,84974,700,809,128
5,59465,82914,380,240,293
12,61406,93934,454,432,122
18,62384,102036,119,70,121
2,61958,138229,165,655,1570
7,59856,136447,209,605,2645
4,62944,154615,3069,3064,3144
17,67067,149486,3975,3352,3983
8,64033,175435,3029,2098,2149
14,64561,249022,612,1791,1208
3,59651,254304,156,87,149
16,60274,251143,125,74,110
9,70425,249823,116,66,112
11,65653,283877,116,63,177
15,229279,108473,121,72,107
