counter,start,storeDLT,storeKfrags,finish
0,2415,3937,109,83,104
2,2405,5170,116,65,108
1,2393,7149,137,80,105
10,7364,3313,113,79,107
15,6895,5360,121,70,105
6,3537,7276,109,71,108
4,3271,9878,113,85,111
9,3388,11442,119,64,104
7,2375,13422,121,70,106
3,2363,15567,122,65,107
8,2979,3361,124,67,105
5,2414,4855,114,68,105
11,2418,5748,111,60,106
19,5725,3731,115,62,109
16,7040,2934,109,69,123
12,2843,5848,123,65,109
13,4135,5544,111,65,108
18,6293,3146,110,70,108
14,1491,3198,110,62,114
17,2518,3067,121,84,104
