counter,start,storeDLT,storeKfrags,finish
0,4135,4310,112,74,108
1,4467,10097,121,71,107
8,4929,16479,110,62,105
12,19886,8519,124,69,105
7,20442,12181,114,78,104
2,18439,17374,112,62,104
15,15302,23459,116,67,110
3,10184,29986,111,74,109
11,8198,38409,110,65,115
14,14643,43821,173,65,107
6,6434,49881,109,65,105
10,6656,56376,140,66,105
18,61363,3528,161,61,105
5,59991,11548,113,68,105
4,43440,17042,122,68,122
13,57511,22062,111,76,102
9,44892,28919,114,91,106
19,2694,3581,111,76,110
16,2698,3370,113,73,116
17,2666,10818,117,84,106
