counter,start,storeDLT,storeKfrags,finish
0,2596,5189,110,64,104
15,2488,9957,185,66,104
4,2543,12913,110,60,104
1,13011,5778,119,62,120
12,12838,9363,111,81,104
3,12935,13991,111,64,109
5,13164,18229,110,60,102
14,11473,22399,109,61,104
2,10316,26426,129,66,102
6,9982,30692,111,69,126
11,7798,34792,113,67,128
17,24441,4441,122,68,104
19,21888,9718,117,62,133
10,25203,12689,110,59,102
13,18552,18293,109,67,111
9,18497,22452,114,61,106
16,13956,26690,109,65,118
8,3940,30565,110,64,108
7,17591,5453,113,64,104
18,2578,4689,109,67,109
