counter,start,storeDLT,storeKfrags,finish
0,2442,2666,118,85,104
1,2399,6615,214,105,104
11,8741,8094,115,68,107
12,11034,7272,113,67,136
3,12765,7360,117,66,104
7,9905,10098,132,64,104
14,6429,14726,110,63,102
2,11590,18459,110,61,107
10,11335,20520,110,65,106
6,20678,4347,117,69,108
8,18101,5349,110,66,103
15,17934,8653,111,64,103
4,17526,9782,113,61,102
16,10594,4463,110,67,111
18,2389,5925,113,61,106
5,3414,4070,121,61,102
13,2450,4328,111,65,107
9,1425,5403,111,60,101
19,2437,3411,114,74,106
17,3110,4048,121,68,102
