counter,start,storeDLT,storeKfrags,finish
0,2917,7851,111,67,105
2,3119,20381,114,68,108
15,2780,27607,117,67,108
18,12440,30666,121,66,115
14,32021,24330,109,71,115
1,31223,31675,109,63,105
11,30179,43955,110,63,106
4,32563,43832,114,60,109
6,32692,52192,117,68,105
12,30107,63607,113,68,122
13,26053,73238,111,62,118
7,25031,83559,117,74,114
3,25364,91965,110,65,117
5,18556,101538,111,74,110
16,18124,110833,111,72,119
19,27120,110308,111,64,113
8,37746,98856,111,65,111
17,46992,98739,124,74,108
10,91372,8369,110,67,111
9,87109,19101,113,66,117
