counter,start,storeDLT,storeKfrags,finish
0,2917,6264,116,76,103
2,3119,18790,110,59,136
15,2780,23619,115,69,105
18,12440,25001,113,65,108
14,32021,19769,112,66,106
1,31223,27743,110,64,105
11,30179,38499,111,70,106
4,32563,39406,116,119,125
6,32692,47451,109,64,107
12,30107,59031,122,59,107
13,26053,65991,112,67,122
7,25031,77987,113,85,107
3,25364,86725,112,67,109
5,18556,95519,113,70,109
16,18124,106264,115,72,105
19,27120,105396,110,66,109
8,37746,95522,110,69,113
17,46992,93611,113,67,117
10,91372,4571,109,70,103
9,87109,12479,112,65,110
