counter,start,storeDLT,storeKfrags,finish
1,1382,3239,111,65,110
0,2439,4256,125,70,106
3,1430,4688,110,64,119
10,4277,3145,117,62,104
16,2329,3012,109,66,104
11,2357,2819,110,63,110
13,2405,2843,111,66,103
7,2320,4140,116,78,104
2,2374,2821,114,65,107
4,2324,4426,120,61,108
18,3457,3168,110,66,111
9,2995,4128,112,68,103
14,2318,4777,109,72,110
12,4427,3313,114,61,105
6,3258,3033,116,65,107
5,2401,2949,113,79,105
19,3088,3146,111,62,105
8,2409,3178,110,65,105
17,2417,2716,113,69,118
15,2478,2852,112,68,106
