counter,start,storeDLT,storeKfrags,finish
0,2860,9698,115,66,103
2,3026,20464,110,69,102
5,3499,27521,110,57,102
3,3730,37564,113,63,101
7,3527,48615,122,62,102
10,3801,54760,112,62,102
4,3997,64189,114,64,111
1,42292,40577,110,65,110
12,71351,22544,122,67,102
14,67431,34201,109,64,102
18,66264,42105,112,66,102
9,61290,52397,114,67,102
16,49895,60893,115,66,103
6,50305,69921,119,66,102
8,44468,69303,117,62,107
15,44490,78739,111,70,102
13,41230,88008,122,69,102
19,39759,100643,112,71,104
11,32251,107328,114,63,103
17,2903,12205,113,61,103
