counter,start,storeDLT,storeKfrags,finish
0,2228,2463,71,343,329
6,2222,3726,19,20,14
7,2734,3556,173,55,57
4,4273,2248,29,68,46
1,2482,3326,22,24,12
3,2671,2605,18,32,10
2,2540,2666,91,207,28
5,2210,2528,33,235,68
8,2233,3378,70,101,217
9,2227,3279,14,11,7
