counter,start,storeDLT,storeKfrags,finish
0,2974,10937,136,64,105
4,4700,16658,109,62,104
8,4353,26579,112,64,113
2,5123,34278,110,65,110
10,3602,43140,111,71,108
7,4532,51615,113,68,103
1,13594,53408,114,64,109
18,53409,21146,112,92,103
13,54964,27822,113,61,105
17,52562,38005,116,72,109
9,50950,46272,111,78,128
3,49077,54728,178,69,103
15,48199,64203,109,83,143
5,56058,60610,111,68,109
12,44076,70591,112,62,104
6,35922,81296,111,66,105
11,29153,88037,111,63,105
14,20332,96616,110,65,115
16,18410,104931,111,67,152
19,50229,77352,110,63,105
