counter,start,storeDLT,storeKfrags,finish
0,2768,3667,117,61,107
11,2727,11569,115,86,107
2,12444,16459,116,61,106
18,11653,24609,117,72,129
1,20060,25482,217,135,118
4,19522,36057,120,72,117
8,19462,44984,117,69,122
5,19201,53968,116,74,120
3,19708,62995,115,68,110
12,17507,70012,126,68,108
14,15590,80842,116,71,120
15,15991,89400,114,70,117
10,16370,98212,156,67,108
19,33403,89651,122,66,107
6,31799,97851,147,74,121
9,95721,22721,120,63,108
7,105719,13050,121,98,108
13,89256,20709,115,64,107
16,70118,30740,131,76,111
17,56806,39139,116,68,123
