counter,start,storeDLT,storeKfrags,finish
0,2768,5540,117,65,109
11,2727,14773,127,80,110
2,12444,17662,119,64,110
18,11653,25895,118,105,116
1,20060,28571,120,86,107
4,19522,37714,124,75,108
8,19462,45723,117,63,107
5,19201,57669,128,69,113
3,19708,64260,116,68,115
12,17507,72291,120,66,111
14,15590,81076,138,76,110
15,15991,91303,124,69,118
10,16370,99931,116,76,110
19,33403,89952,117,76,112
6,31799,99511,116,71,121
9,95721,24771,115,78,110
7,105719,14589,119,71,115
13,89256,23595,138,71,113
16,70118,32539,117,76,113
17,56806,37562,117,71,110
