counter,start,storeDLT,storeKfrags,finish
0,2768,8144,124,72,119
11,2727,16648,125,69,121
2,12444,20982,117,69,113
18,11653,31506,118,69,106
1,20060,31354,122,76,114
4,19522,41168,117,81,111
8,19462,49214,122,70,108
5,19201,57433,117,70,119
3,19708,66993,119,73,120
12,17507,74889,123,73,110
14,15590,84863,129,64,143
15,15991,94047,114,68,116
10,16370,102880,128,86,118
19,33403,93406,118,65,108
6,31799,103663,115,66,123
9,95721,27471,116,68,115
7,105719,17186,128,76,107
13,89256,25900,119,67,113
16,70118,34267,117,67,108
17,56806,43266,114,71,118
