counter,start,storeDLT,storeKfrags,finish
0,2768,4710,115,69,113
11,2727,14412,121,69,116
2,12444,16642,114,60,107
18,11653,26971,127,74,111
1,20060,26678,145,106,106
4,19522,36893,118,75,115
8,19462,44797,117,63,108
5,19201,59327,119,73,115
3,19708,63455,176,65,108
12,17507,72898,119,68,109
14,15590,82678,119,82,107
15,15991,90359,123,71,122
10,16370,98584,118,66,115
19,33403,90813,118,73,115
6,31799,99162,115,71,120
9,95721,24174,119,69,120
7,105719,13779,122,61,122
13,89256,22662,128,80,109
16,70118,31711,129,69,110
17,56806,40318,115,80,107
