counter,start,storeDLT,storeKfrags,finish
0,2944,6365,117,67,116
16,3265,14483,116,69,111
10,12239,14845,115,67,107
3,22424,15516,123,84,125
1,22028,31823,115,72,110
4,23081,34003,115,81,108
2,20123,42921,118,68,122
17,19287,52152,115,69,107
5,17740,60688,118,66,106
18,17842,60463,116,68,123
14,15304,70803,117,70,119
9,63417,27329,117,85,108
7,68276,16538,118,65,106
6,68147,31722,118,94,109
8,71836,34592,115,61,110
12,62106,44542,116,69,119
15,65787,47746,114,67,106
11,47280,61760,116,70,109
13,48805,69460,136,70,108
19,20584,5469,116,71,107
